iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
NZL,Oceania,New Zealand,2020-02-28,1.0,1.0,,,,,0.193,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-02-29,1.0,0.0,,,,,0.193,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-01,1.0,0.0,,,,,0.193,0.0,,,,,,,,,,,,,,225.0,,0.044,,,,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-47.200005,-0.86,-3.35,-9.325981
NZL,Oceania,New Zealand,2020-03-02,1.0,0.0,,,,,0.193,0.0,,,,,,,,,,,,,,254.0,29.0,0.05,0.006,,,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-03,1.0,0.0,,,,,0.193,0.0,,,,,,,,,,,,,,280.0,26.0,0.055,0.005,,,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-04,3.0,2.0,0.429,,,,0.579,0.386,0.083,,,,,,,,,,,,,305.0,25.0,0.059,0.005,,,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-05,3.0,0.0,0.429,,,,0.579,0.0,0.083,,,,,,,,,,,,,332.0,27.0,0.065,0.005,,,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-06,4.0,1.0,0.429,,,,0.771,0.193,0.083,,,,,,,,,,,,,398.0,66.0,0.078,0.013,,,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-07,5.0,1.0,0.571,,,,0.964,0.193,0.11,,,,,,,,,,,,,442.0,44.0,0.086,0.009,,,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-08,5.0,0.0,0.571,,,,0.964,0.0,0.11,,,,,,,,,,,,,470.0,28.0,0.092,0.005,35.0,0.007,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-53.000004,-0.87,-0.94,-10.471971
NZL,Oceania,New Zealand,2020-03-09,5.0,0.0,0.571,,,,0.964,0.0,0.11,,,,,,,,,,,,,549.0,79.0,0.107,0.015,42.0,0.008,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-10,5.0,0.0,0.571,,,,0.964,0.0,0.11,,,,,,,,,,,,,637.0,88.0,0.124,0.017,51.0,0.01,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-11,5.0,0.0,0.286,,,,0.964,0.0,0.055,,,,,,,,,,,,,720.0,83.0,0.14,0.016,59.0,0.012,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-12,5.0,0.0,0.286,,,,0.964,0.0,0.055,,,,,,,,,,,,,817.0,97.0,0.159,0.019,69.0,0.013,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-13,5.0,0.0,0.143,,,,0.964,0.0,0.028,,,,,,,,,,,,,937.0,120.0,0.183,0.023,77.0,0.015,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-14,6.0,1.0,0.143,,,,1.157,0.193,0.028,,,,,,,,,,,,,1065.0,128.0,0.208,0.025,89.0,0.017,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-15,8.0,2.0,0.429,,,,1.543,0.386,0.083,,,,,,,,,,,,,1153.0,88.0,0.225,0.017,98.0,0.019,,,tests performed,,,,,,,,,,,,,,19.44,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-79.200005,-1.17,-4.18,-15.64868
NZL,Oceania,New Zealand,2020-03-16,8.0,0.0,0.429,,,,1.543,0.0,0.083,,,,,,,,,,,,,1557.0,404.0,0.304,0.079,144.0,0.028,,,tests performed,,,,,,,,,,,,,,36.11,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-17,12.0,4.0,1.0,,,,2.314,0.771,0.193,,,,,,,,,,,,,2478.0,921.0,0.483,0.18,263.0,0.051,,,tests performed,,,,,,,,,,,,,,36.11,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-18,20.0,8.0,2.143,,,,3.857,1.543,0.413,,,,,,,,,,,,,3488.0,1010.0,0.68,0.197,395.0,0.077,,,tests performed,,,,,,,,,,,,,,36.11,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-19,28.0,8.0,3.286,,,,5.4,1.543,0.634,,,,,,,,,,,,,4872.0,1384.0,0.95,0.27,579.0,0.113,,,tests performed,,,,,,,,,,,,,,36.11,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-20,39.0,11.0,4.857,,,,7.521,2.121,0.937,,,,,,,,,,,,,6606.0,1734.0,1.288,0.338,810.0,0.158,,,tests performed,,,,,,,,,,,,,,38.89,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-21,52.0,13.0,6.571,,,,10.028,2.507,1.267,,,,,,,,,,,,,7887.0,1281.0,1.538,0.25,975.0,0.19,,,tests performed,,,,,,,,,,,,,,58.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-22,102.0,50.0,13.429,,,,19.671,9.643,2.59,,,,,,,,,,,,,8760.0,873.0,1.708,0.17,1087.0,0.212,,,tests performed,,,,,,,,,,,,,,58.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-81.8,-1.11,-0.42,-16.1624
NZL,Oceania,New Zealand,2020-03-23,102.0,0.0,13.429,,,,19.671,0.0,2.59,,,,1.95,,,,,,,,,10658.0,1898.0,2.078,0.37,1300.0,0.253,,,tests performed,,,,,,,,,,,,,,79.63,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-24,155.0,53.0,20.429,,,,29.892,10.221,3.94,,,,1.98,,,,,,,,,12850.0,2192.0,2.505,0.427,1482.0,0.289,,,tests performed,,,,,,,,,,,,,,87.04,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-25,205.0,50.0,26.429,,,,39.535,9.643,5.097,,,,1.96,,,,,,,,,14802.0,1952.0,2.886,0.381,1616.0,0.315,,,tests performed,,,,,,,,,,,,,,90.74,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-26,283.0,78.0,36.429,,,,54.577,15.043,7.025,,,,1.92,,,,,,,,,16890.0,2088.0,3.293,0.407,1717.0,0.335,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-27,368.0,85.0,47.0,,,,70.97,16.393,9.064,,,,1.86,,,,,,,,,18743.0,1853.0,3.654,0.361,1734.0,0.338,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-28,451.0,83.0,57.0,,,,86.977,16.007,10.993,,,,1.78,,,,,,,,,20109.0,1366.0,3.92,0.266,1746.0,0.34,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-29,514.0,63.0,58.857,1.0,1.0,,99.127,12.15,11.351,0.193,0.193,,1.69,,,,,,,,,21091.0,982.0,4.112,0.191,1762.0,0.343,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-101.8,-1.27,-3.16,-20.114086
NZL,Oceania,New Zealand,2020-03-30,589.0,75.0,69.571,1.0,0.0,,113.591,14.464,13.417,0.193,0.0,,1.61,,,,,,,,,23050.0,1959.0,4.493,0.382,1770.0,0.345,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-03-31,647.0,58.0,70.286,1.0,0.0,,124.776,11.185,13.555,0.193,0.0,,1.53,,,,,,,,,25086.0,2036.0,4.89,0.397,1748.0,0.341,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-01,708.0,61.0,71.857,1.0,0.0,,136.54,11.764,13.858,0.193,0.0,,1.45,,,,,,,,,28748.0,3662.0,5.604,0.714,1992.0,0.388,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-02,797.0,89.0,73.429,1.0,0.0,,153.704,17.164,14.161,0.193,0.0,,1.38,,,,,,,,,32805.0,4057.0,6.395,0.791,2274.0,0.443,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-03,868.0,71.0,71.429,1.0,0.0,0.143,167.397,13.693,13.775,0.193,0.0,0.028,1.31,,,,,,,,,37166.0,4361.0,7.245,0.85,2632.0,0.513,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-04,950.0,82.0,71.286,1.0,0.0,0.143,183.211,15.814,13.748,0.193,0.0,0.028,1.24,,,,,,,,,39769.0,2603.0,7.753,0.507,2809.0,0.548,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-05,1039.0,89.0,75.0,4.0,3.0,0.429,200.375,17.164,14.464,0.771,0.579,0.083,1.18,,,,,,,,,42310.0,2541.0,8.248,0.495,3031.0,0.591,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-104.200005,-1.21,-0.38,-20.58829
NZL,Oceania,New Zealand,2020-04-06,1106.0,67.0,73.857,4.0,0.0,0.429,213.296,12.921,14.244,0.771,0.0,0.083,1.1,,,,,,,,,45688.0,3378.0,8.907,0.659,3234.0,0.63,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-07,1160.0,54.0,73.286,4.0,0.0,0.429,223.71,10.414,14.133,0.771,0.0,0.083,1.02,,,,,,,,,50522.0,4834.0,9.849,0.942,3634.0,0.708,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-08,1210.0,50.0,71.714,4.0,0.0,0.429,233.352,9.643,13.83,0.771,0.0,0.083,0.95,,,,,,,,,54227.0,3705.0,10.571,0.722,3640.0,0.71,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-09,1239.0,29.0,63.143,4.0,0.0,0.429,238.945,5.593,12.177,0.771,0.0,0.083,0.88,,,,,,,,,58015.0,3788.0,11.31,0.738,3601.0,0.702,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-10,1283.0,44.0,59.286,4.0,0.0,0.429,247.431,8.486,11.433,0.771,0.0,0.083,0.82,,,,,,,,,59731.0,1716.0,11.644,0.335,3224.0,0.628,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-11,1312.0,29.0,51.714,4.0,0.0,0.429,253.024,5.593,9.973,0.771,0.0,0.083,0.77,,,,,,,,,61525.0,1794.0,11.994,0.35,3108.0,0.606,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-12,1330.0,18.0,41.571,12.0,8.0,1.143,256.495,3.471,8.017,2.314,1.543,0.22,0.72,,,,,,,,,62875.0,1350.0,12.257,0.263,2938.0,0.573,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-77.40001,-0.84,4.29,-15.293029
NZL,Oceania,New Zealand,2020-04-13,1349.0,19.0,34.714,12.0,0.0,1.143,260.159,3.664,6.695,2.314,0.0,0.22,0.67,,,,,,,,,64357.0,1482.0,12.546,0.289,2667.0,0.52,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-14,1366.0,17.0,29.429,12.0,0.0,1.143,263.438,3.279,5.675,2.314,0.0,0.22,0.63,,,,,,,,,67480.0,3123.0,13.155,0.609,2423.0,0.472,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-15,1386.0,20.0,25.143,12.0,0.0,1.143,267.295,3.857,4.849,2.314,0.0,0.22,0.59,,,,,,,,,71501.0,4021.0,13.939,0.784,2468.0,0.481,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-16,1401.0,15.0,23.143,12.0,0.0,1.143,270.187,2.893,4.463,2.314,0.0,0.22,0.55,,,,,,,,,75897.0,4396.0,14.796,0.857,2555.0,0.498,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-17,1409.0,8.0,18.0,12.0,0.0,1.143,271.73,1.543,3.471,2.314,0.0,0.22,0.53,,,,,,,,,80747.0,4850.0,15.741,0.945,3002.0,0.585,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-18,1422.0,13.0,15.714,12.0,0.0,1.143,274.237,2.507,3.031,2.314,0.0,0.22,0.5,,,,,,,,,83953.0,3206.0,16.366,0.625,3204.0,0.625,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-19,1431.0,9.0,14.429,18.0,6.0,0.857,275.973,1.736,2.783,3.471,1.157,0.165,0.48,,,,,,,,,86259.0,2306.0,16.816,0.45,3341.0,0.651,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-69.600006,-0.7,1.19,-13.751871
NZL,Oceania,New Zealand,2020-04-20,1440.0,9.0,13.0,18.0,0.0,0.857,277.709,1.736,2.507,3.471,0.0,0.165,0.46,,,,,,,,,91991.0,5732.0,17.933,1.117,3948.0,0.77,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-21,1445.0,5.0,11.286,18.0,0.0,0.857,278.673,0.964,2.176,3.471,0.0,0.165,0.44,,,,,,,,,99115.0,7124.0,19.322,1.389,4519.0,0.881,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-22,1451.0,6.0,9.286,18.0,0.0,0.857,279.83,1.157,1.791,3.471,0.0,0.165,0.42,,,,,,,,,105358.0,6243.0,20.539,1.217,4837.0,0.943,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-23,1456.0,5.0,7.857,18.0,0.0,0.857,280.794,0.964,1.515,3.471,0.0,0.165,0.41,,,,,,,,,111998.0,6640.0,21.833,1.294,5157.0,1.005,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-24,1461.0,5.0,7.429,18.0,0.0,0.857,281.759,0.964,1.433,3.471,0.0,0.165,0.4,,,,,,,,,118541.0,6543.0,23.109,1.276,5399.0,1.052,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-25,1470.0,9.0,6.857,18.0,0.0,0.857,283.494,1.736,1.322,3.471,0.0,0.165,0.39,,,,,,,,,121282.0,2741.0,23.643,0.534,5333.0,1.04,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-26,1469.0,,,20.0,2.0,0.286,283.301,,,3.857,0.386,0.055,0.38,,,,,,,,,123380.0,2098.0,24.052,0.409,5303.0,1.034,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-81.40001,-0.77,-1.83,-16.083366
NZL,Oceania,New Zealand,2020-04-27,1472.0,3.0,4.714,20.0,0.0,0.286,283.88,0.579,0.909,3.857,0.0,0.055,0.37,,,,,,,,,125414.0,2034.0,24.448,0.397,4775.0,0.931,,,tests performed,,,,,,,,,,,,,,96.3,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-28,1474.0,2.0,4.286,20.0,0.0,0.286,284.266,0.386,0.827,3.857,0.0,0.055,0.36,,,,,,,,,130516.0,5102.0,25.443,0.995,4486.0,0.875,,,tests performed,,,,,,,,,,,,,,87.04,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-29,1476.0,2.0,3.714,20.0,0.0,0.286,284.651,0.386,0.716,3.857,0.0,0.055,0.36,,,,,,,,,135867.0,5351.0,26.486,1.043,4358.0,0.85,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-04-30,1479.0,3.0,3.429,20.0,0.0,0.286,285.23,0.579,0.661,3.857,0.0,0.055,0.36,,,,,,,,,141341.0,5474.0,27.553,1.067,4192.0,0.817,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-01,1485.0,6.0,3.571,20.0,0.0,0.286,286.387,1.157,0.689,3.857,0.0,0.055,0.36,,,,,,,,,146994.0,5653.0,28.655,1.102,4065.0,0.792,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-02,1487.0,2.0,2.571,20.0,0.0,0.286,286.773,0.386,0.496,3.857,0.0,0.055,0.36,,,,,,,,,149797.0,2803.0,29.202,0.546,4074.0,0.794,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-03,1487.0,0.0,2.571,21.0,1.0,0.143,286.773,0.0,0.496,4.05,0.193,0.028,0.35,,,,,,,,,151457.0,1660.0,29.525,0.324,4011.0,0.782,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-170.6,-1.52,-13.72,-33.70789
NZL,Oceania,New Zealand,2020-05-04,1486.0,,,21.0,0.0,0.143,286.58,,,4.05,0.0,0.028,0.36,,,,,,,,,156694.0,5237.0,30.546,1.021,4469.0,0.871,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-05,1488.0,2.0,2.143,21.0,0.0,0.143,286.966,0.386,0.413,4.05,0.0,0.028,0.36,,,,,,,,,163558.0,6864.0,31.884,1.338,4720.0,0.92,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-06,1489.0,1.0,2.0,21.0,0.0,0.143,287.159,0.193,0.386,4.05,0.0,0.028,0.36,,,,,,,,,170840.0,7282.0,33.304,1.42,4996.0,0.974,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-07,1490.0,1.0,1.714,21.0,0.0,0.143,287.351,0.193,0.331,4.05,0.0,0.028,0.37,,,,,,,,,178654.0,7814.0,34.827,1.523,5330.0,1.039,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-08,1492.0,2.0,1.143,21.0,0.0,0.143,287.737,0.386,0.22,4.05,0.0,0.028,0.37,,,,,,,,,187089.0,8435.0,36.472,1.644,5728.0,1.117,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NZL,Oceania,New Zealand,2020-05-09,1494.0,2.0,1.143,21.0,0.0,0.143,288.123,0.386,0.22,4.05,0.0,0.028,0.38,,,,,,,,,190524.0,3435.0,37.141,0.67,5818.0,1.134,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
