"Estimated Resident Population by Age and Sex (1991+) (Qrtly-Mar/Jun/Sep/Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1998Q1",29610,28950,30030,30300,30740,30850,32280,32240,31250,30400,30160,28600,28360,28040,27570,27690,27790,28420,27670,26860,26630,27250,26520,26830,26960,27300,28040,27820,28120,28410,27880,28260,28750,29330,30600,31110,31170,30440,29900,29130,28490,28090,27380,26560,25890,25560,25300,25100,25020,24980,24750,24330,20930,19430,18590,17550,18790,18610,16660,15520,14940,14280,13640,13610,13110,13210,13280,13490,12910,12490,12110,11750,11090,10350,9620,8810,8410,7800,6510,5570,5000,4850,4170,3870,3260,2800,2320,1840,1400,1110,890,710,490,340,240,149620,157010,142730,138430,134190,139700,144820,151750,136410,125960,108040,87130,69580,65370,54910,37090,21160,9470,449400,477000,533300,587800,708900,971300,1166400,527100,1236000,1427200,1399500,1343300,1288800,2680,260800,191200,70900,33800,12700,3190,510,32.7,1876600,28140,27590,27990,28600,28780,29010,30050,30800,29980,29140,28460,27200,27120,26670,26280,26210,26480,26970,26880,26460,26060,26930,26150,27140,27480,28060,29210,29640,29840,30290,30020,30320,30030,30680,31900,33020,32590,32140,30860,30290,29310,28690,28280,27410,26520,26060,25280,25230,24870,24840,24850,24190,20910,19440,18390,17730,19000,18580,16800,16110,15190,14870,14040,13640,13430,13720,13460,14030,13620,13330,12930,12940,12640,12490,11750,11490,11340,11030,9620,8500,8110,8170,7210,7010,6050,5520,4700,4000,3460,2970,2190,1870,1470,1120,830,141100,148980,135730,133000,133750,147040,152950,158910,140210,126280,107780,88230,71170,68160,62750,51990,36540,20660,425800,452000,505500,558800,725700,992100,1188200,533700,1259300,1508900,1482600,1429200,1375800,7490,320700,249500,118600,66600,30100,9440,1950,34.2,1934700,57750,56540,58020,58900,59520,59860,62330,63040,61220,59540,58620,55800,55490,54710,53850,53900,54280,55400,54550,53320,52680,54180,52670,53970,54440,55360,57250,57460,57960,58710,57900,58580,58780,60010,62500,64130,63770,62580,60760,59420,57800,56780,55670,53970,52410,51620,50580,50330,49890,49810,49600,48520,41850,38870,36980,35280,37790,37190,33460,31630,30130,29150,27680,27250,26540,26930,26730,27520,26530,25820,25030,24690,23730,22840,21370,20300,19750,18840,16130,14060,13110,13020,11380,10880,9300,8320,7020,5840,4870,4080,3080,2580,1970,1460,1080,290720,305990,278460,271440,267950,286730,297770,310660,276620,252240,215820,175360,140750,133530,117660,89080,57700,30130,875200,929100,1038700,1146600,1434500,1963400,2354600,1060800,2495300,2936100,2882200,2772500,2664600,10170,581500,440700,189500,100500,42800,12630,2460,33.5,3811200
"1998Q2",29660,28980,29830,30260,30400,31190,31750,32390,31510,30520,30200,28920,28410,28090,27830,27520,27670,28280,27670,27130,26480,26950,26450,26300,26660,26930,27570,27810,27790,28300,28050,28130,28390,29150,30400,30910,31210,30660,30000,29640,28310,28140,27590,26620,26270,25430,25340,25130,25060,24890,24780,24930,20990,19880,19180,17110,18830,18590,17340,15560,15070,14400,13740,13520,13200,13110,13150,13480,12880,12470,12360,11670,11050,10590,9550,8910,8470,7640,6970,5590,4960,4810,4240,3800,3410,2790,2350,1870,1460,1130,900,700,530,330,250,149130,157350,143440,138280,132840,138400,144120,152410,136920,125860,109770,87430,69930,65090,55220,37580,21220,9600,449900,477400,533400,588200,706000,968800,1166000,529900,1235900,1427900,1400300,1344400,1289600,2710,261900,191900,71600,34000,12800,3230,520,32.8,1877800,27980,27990,27690,28560,28600,29210,29620,30710,30350,29260,28710,27200,27280,26840,26410,26110,26400,27130,26720,26750,25900,26560,25950,26620,27180,27420,28910,29780,29510,30080,30280,30430,29950,30390,31750,32560,32930,32370,31100,30760,29330,28850,28370,27530,26910,25970,25570,25010,25230,24600,24860,24830,20900,20000,18930,17230,19060,18800,17340,16100,15320,14930,14320,13550,13540,13650,13450,13930,13660,13260,13180,12690,12570,12600,11810,11440,11420,10720,10360,8310,8130,8070,7340,6940,6200,5490,4890,3960,3510,2990,2300,1840,1520,1130,870,140820,149150,136440,133110,132210,145690,152800,159720,140990,126390,109520,88540,71650,67950,62860,52250,36680,20830,426400,452500,506100,559500,723500,990900,1189000,537100,1260600,1510800,1484700,1431200,1377700,7640,321900,250200,119400,67200,30500,9660,2020,34.3,1937200,57640,56970,57520,58820,59000,60390,61370,63100,61860,59780,58910,56120,55700,54930,54240,53630,54060,55420,54390,53880,52380,53520,52400,52910,53840,54350,56480,57590,57290,58370,58330,58550,58340,59540,62150,63470,64140,63030,61100,60400,57640,56990,55960,54150,53170,51400,50920,50140,50290,49500,49640,49760,41890,39880,38110,34340,37890,37390,34690,31660,30390,29330,28060,27070,26730,26770,26600,27400,26540,25740,25540,24360,23630,23190,21350,20350,19890,18350,17330,13900,13100,12870,11570,10750,9610,8280,7240,5820,4970,4110,3200,2540,2040,1460,1110,289950,306500,279890,271390,265050,284080,296910,312130,277910,252240,219280,175960,141580,133050,118070,89820,57900,30430,876300,930000,1039500,1147700,1429600,1959700,2355000,1067000,2496500,2938700,2885100,2775600,2667300,10350,583700,442200,191000,101200,43300,12880,2530,33.6,3815000
"1998Q3",29450,29090,29530,30210,30240,31010,31630,32160,31810,30790,30410,29330,28510,28300,27730,27570,27610,28160,27700,27440,26420,26610,26320,26080,26350,26400,27300,27890,27530,28210,28110,28000,28360,28970,29900,30890,31190,30780,30180,29590,28610,28170,27840,26810,26470,25340,25490,25220,24940,24930,24870,25000,21770,20240,19150,17370,18610,18540,17790,15950,15250,14480,13930,13480,13430,12930,13060,13370,12990,12530,12300,11750,11170,10520,9690,9030,8430,7710,7430,5420,5000,4700,4350,3720,3470,2770,2380,1840,1520,1150,900,710,530,340,240,148520,157390,144290,138480,131790,137320,143340,152640,137910,125920,111030,88260,70570,64880,55420,38000,21240,9660,450200,477800,533500,588700,703600,967400,1166700,533700,1237200,1429700,1402100,1346300,1291200,2710,263000,192400,72100,34100,12900,3220,510,32.9,1879900,27840,27910,27670,28370,28450,29230,29280,30580,30570,29410,28990,27610,27410,26840,26490,26270,26300,27250,26650,26730,25990,26350,25940,26420,26780,27370,28530,29690,29480,30290,30160,30390,30030,30290,31340,32560,32770,32710,31380,30810,29640,29020,28520,27890,27040,26090,25730,25110,25260,24530,24800,25110,21630,20490,18970,17440,18700,18870,17780,16410,15570,14980,14630,13460,13570,13600,13430,13920,13700,13320,13050,12760,12610,12420,11990,11300,11430,10750,10920,8070,8200,7870,7480,6790,6360,5510,4980,3980,3470,3030,2380,1840,1500,1130,900,140220,149070,137340,133200,131480,145360,152200,160230,142110,126720,110990,89200,72210,67970,62830,52470,36710,20970,426600,452900,506500,559800,722500,991300,1191500,541200,1263700,1514500,1488200,1434600,1381200,7760,323000,250700,119900,67500,30800,9790,2030,34.4,1941100,57290,56990,57200,58570,58690,60240,60910,62730,62380,60200,59400,56940,55920,55140,54230,53840,53910,55410,54350,54170,52410,52960,52270,52500,53130,53770,55820,57580,57010,58500,58270,58390,58390,59260,61230,63440,63960,63500,61560,60400,58250,57200,56360,54700,53510,51430,51220,50330,50190,49460,49660,50110,43400,40730,38120,34810,37310,37410,35570,32350,30810,29460,28570,26940,26990,26530,26480,27290,26690,25850,25350,24510,23780,22940,21680,20320,19860,18460,18350,13490,13200,12570,11830,10520,9830,8280,7360,5820,4990,4180,3280,2550,2040,1470,1140,288740,306470,281630,271680,263270,282690,295550,312870,280020,252640,222020,177450,142780,132850,118250,90480,57950,30630,876800,930700,1040000,1148500,1426100,1958700,2358200,1074900,2501000,2944100,2890300,2781000,2672400,10470,585900,443200,192100,101600,43600,13020,2540,33.7,3821000
"1998Q4",29050,29150,29470,30030,30130,30990,31240,32160,32040,31090,30330,29840,28620,28330,27860,27530,27690,27840,27900,27360,26380,26140,26410,25850,26260,26280,27190,27680,27590,28260,28200,27890,28520,28700,29600,30910,31150,30880,30330,29510,29000,28100,28200,26910,26590,25370,25570,25190,24980,24870,24980,24730,23220,20510,19220,17800,18090,18560,18100,16400,15340,14710,14120,13370,13560,12890,13070,13130,13190,12550,12280,11710,11250,10600,9830,9160,8360,7770,7450,5670,5100,4620,4400,3770,3440,2810,2400,1920,1560,1140,920,700,560,350,240,147840,157520,144980,138330,131050,136980,142910,152780,138810,125990,112660,88960,71100,64830,55670,38420,21340,9830,450300,477900,533400,588700,702100,966900,1168500,537500,1239600,1433000,1405400,1349900,1294600,2770,264500,193400,72900,34500,13100,3300,530,33.0,1883300,27340,27920,27790,28070,28470,29080,29190,30270,30670,29790,29150,27950,27390,26960,26600,26280,26450,26770,26810,26700,26160,26060,26200,25840,26810,27320,28310,29580,29700,30310,30430,30280,30130,30100,31320,32300,32870,32620,32000,30700,30010,29130,28670,27970,27230,26170,26030,24930,25440,24570,24920,24890,22890,20830,19200,17730,18370,18760,18200,16740,15730,15140,14790,13700,13700,13400,13480,13680,13800,13250,13260,12610,12710,12340,12120,11370,11240,10800,10900,8530,8240,7810,7530,6720,6490,5520,5080,4020,3590,3020,2480,1790,1550,1180,910,139590,149000,138060,133010,131060,145220,152260,160500,143000,127140,112730,89790,73060,67610,63040,52850,36780,21220,426600,452900,506100,559700,722000,992200,1194700,545700,1267800,1519200,1493000,1439700,1386200,7910,324500,251500,120800,68000,31200,9980,2070,34.5,1945900,56390,57070,57270,58100,58600,60080,60440,62430,62710,60870,59470,57790,56010,55290,54460,53820,54140,54600,54720,54060,52540,52200,52600,51690,53070,53600,55490,57260,57280,58560,58640,58170,58650,58800,60920,63210,64020,63510,62330,60210,59010,57230,56870,54880,53820,51540,51600,50120,50410,49440,49890,49610,46110,41340,38430,35530,36460,37320,36300,33140,31080,29850,28910,27060,27260,26290,26550,26810,26990,25800,25540,24320,23960,22940,21950,20540,19600,18580,18350,14210,13340,12430,11930,10490,9930,8320,7480,5950,5140,4160,3400,2490,2100,1530,1150,287420,306530,283030,271340,262110,282200,295170,313280,281810,253130,225380,178750,144160,132440,118710,91270,58120,31050,877000,930800,1039500,1148300,1424100,1959000,2363200,1083200,2507300,2952200,2898400,2789600,2680900,10680,589000,444900,193700,102400,44300,13280,2590,33.8,3829200
"1999Q1",28670,29530,28860,29970,30250,30720,30830,32230,32250,31300,30420,30200,28740,28400,28080,27510,27740,27690,28120,27390,26440,25930,26220,25470,25860,26060,26580,27510,27510,28080,28320,27860,28280,28670,29210,30480,31120,31140,30350,29770,29040,28380,28010,27290,26450,25770,25420,25220,24990,24870,24820,24620,24190,20840,19350,18480,17410,18670,18510,16600,15380,14870,14170,13530,13490,12930,13010,13050,13230,12580,12130,11770,11340,10680,9950,9190,8340,7960,7330,6070,5120,4580,4420,3770,3500,2870,2430,1980,1560,1170,890,720,550,380,270,147270,157340,145840,138450,129910,135750,142350,152860,139170,126280,113830,89670,71440,64790,55860,38890,21390,10020,450400,478000,533400,588900,699300,964800,1168300,540400,1239700,1434000,1406500,1351100,1295600,2800,265700,194300,73600,34800,13400,3340,540,33.1,1884500,27030,28090,27530,27950,28570,28760,28990,30040,30860,29990,29150,28510,27290,27160,26750,26360,26440,26580,26900,26790,26360,25760,26190,25410,26520,27010,27890,29160,29830,30080,30520,30130,30380,30120,30780,31930,33110,32620,32220,30900,30300,29320,28660,28280,27340,26410,26010,25230,25160,24790,24740,24740,24140,20880,19430,18350,17670,18990,18560,16760,16100,15180,14830,14030,13600,13350,13620,13320,13880,13420,13090,12660,12650,12390,12180,11420,11150,10970,10630,9220,8130,7690,7680,6760,6490,5570,5020,4250,3530,3040,2570,1840,1580,1220,910,139180,148630,138870,133060,130230,143980,151930,160780,143900,127600,113950,90330,73750,67590,62970,53380,36750,21420,426700,453000,506000,559700,720000,991500,1195800,549500,1269500,1521900,1495500,1442500,1388800,8110,326100,252300,121800,68400,31700,10230,2120,34.6,1948500,55700,57620,56390,57920,58820,59490,59820,62270,63110,61280,59570,58710,56030,55560,54830,53870,54180,54270,55020,54180,52790,51690,52400,50880,52380,53080,54480,56670,57340,58160,58840,57990,58660,58790,60000,62420,64220,63750,62580,60680,59330,57710,56670,55570,53790,52180,51430,50450,50160,49670,49560,49370,48340,41730,38780,36830,35080,37660,37080,33360,31490,30060,29000,27560,27100,26280,26630,26370,27110,26000,25210,24430,23990,23060,22130,20610,19490,18930,17960,15290,13250,12270,12100,10530,10000,8450,7460,6230,5090,4210,3460,2560,2130,1600,1180,286450,305970,284700,271510,260130,279730,294280,313640,283070,253890,227770,180010,145190,132380,118820,92280,58140,31440,877100,931000,1039400,1148600,1419300,1956300,2364000,1089900,2509200,2955900,2902000,2793600,2684400,10910,591800,446600,195400,103200,45000,13570,2660,33.9,3833000
"1999Q2",28590,29530,28880,29750,30190,30360,31140,31710,32330,31570,30530,30200,29060,28480,28140,27810,27580,27610,28030,27340,26670,25840,25940,25370,25320,25770,26180,27050,27510,27730,28220,27970,28110,28340,29010,30280,30860,31160,30580,29900,29540,28230,28030,27470,26540,26120,25300,25220,25000,24920,24710,24600,24760,20840,19780,19080,16960,18700,18500,17220,15440,14990,14290,13590,13420,13000,12930,12890,13230,12590,12110,11980,11260,10640,10140,9130,8450,8030,7180,6480,5160,4540,4380,3820,3440,3000,2410,2000,1590,1230,900,720,550,400,270,146950,157110,146400,138370,129140,134250,141660,152780,139810,126560,114690,90450,71730,64630,56140,39270,21350,10230,450500,478300,533500,588800,696200,962600,1167700,543200,1239400,1434400,1406600,1351400,1296100,2840,266700,195000,74200,35000,13600,3380,540,33.2,1884900,26880,27890,27930,27610,28530,28570,29170,29600,30740,30370,29280,28740,27320,27330,26890,26530,26320,26570,27060,26590,26620,25540,25830,25080,26020,26750,27310,28860,29990,29700,30310,30460,30440,30040,30480,31780,32640,32950,32440,31120,30760,29310,28790,28330,27480,26800,25880,25510,24930,25120,24520,24760,24770,20870,19930,18900,17160,19020,18740,17290,16100,15300,14880,14290,13520,13450,13540,13320,13790,13460,13030,12880,12440,12300,12260,11470,11070,11040,10340,9940,7940,7720,7590,6870,6470,5700,4960,4440,3480,3090,2560,1930,1530,1250,910,138840,148440,139560,133070,129100,142610,151740,160940,144670,128250,114850,91110,74080,67560,62920,53860,36600,21670,426800,453400,506300,559900,717400,990400,1196300,553000,1270400,1523400,1496800,1443900,1390300,8170,327000,252900,122500,68600,32000,10320,2160,34.7,1950200,55470,57420,56810,57370,58720,58920,60310,61310,63070,61940,59810,58930,56380,55810,55020,54340,53900,54190,55090,53920,53290,51380,51770,50450,51340,52520,53490,55910,57500,57430,58540,58430,58550,58380,59490,62060,63500,64110,63030,61020,60300,57540,56810,55810,54020,52920,51180,50730,49930,50040,49230,49370,49530,41710,39710,37980,34110,37720,37240,34510,31530,30290,29170,27880,26940,26450,26470,26210,27020,26050,25140,24870,23700,22940,22410,20590,19520,19070,17510,16430,13100,12270,11980,10690,9910,8700,7380,6440,5070,4310,3460,2650,2080,1650,1170,285790,305560,285960,271430,258240,276860,293390,313730,284480,254810,229540,181560,145810,132190,119060,93130,57950,31900,877300,931600,1039700,1148700,1413600,1952900,2364000,1096200,2509900,2957800,2903500,2795400,2686400,11000,593800,447900,196700,103600,45600,13700,2700,34.0,3835100
"1999Q3",28480,29370,28990,29450,30120,30200,30970,31590,32100,31840,30800,30400,29410,28590,28350,27740,27690,27610,28000,27390,27020,25780,25680,25290,25150,25480,25680,26790,27660,27550,28150,28070,27960,28360,28850,29860,30830,31160,30700,30090,29520,28510,28070,27700,26710,26360,25180,25340,25100,24790,24720,24660,24830,21640,20110,19050,17230,18500,18470,17650,15840,15120,14380,13790,13350,13230,12700,12800,13100,12720,12160,11910,11330,10750,10060,9270,8540,7950,7250,6870,5000,4570,4280,3910,3330,3080,2390,2030,1560,1260,900,690,550,410,260,146410,156700,147550,138440,128920,133160,141390,152640,140500,126780,115970,90890,72470,64550,56210,39880,21090,10320,450700,478400,533700,589100,694500,961800,1168700,546600,1241100,1436500,1408800,1353500,1298100,2810,267900,195400,74600,34700,13700,3340,520,33.3,1887200,27020,27760,27850,27590,28350,28410,29170,29250,30620,30600,29390,28990,27720,27460,26890,26630,26510,26500,27240,26560,26570,25700,25640,25080,25740,26360,27210,28520,29850,29690,30540,30340,30480,30130,30390,31410,32630,32840,32740,31400,30800,29600,29000,28470,27800,26970,25980,25650,25010,25180,24450,24700,25020,21600,20410,18950,17350,18640,18830,17760,16390,15540,14930,14590,13420,13480,13470,13290,13750,13500,13080,12790,12480,12340,12090,11660,10920,11050,10380,10500,7690,7770,7420,6970,6340,5810,4960,4480,3500,3080,2560,1970,1500,1230,900,138570,148060,140460,133440,128730,141630,151870,161020,145670,128790,116170,91530,74870,67490,62780,54510,36200,21820,427100,453700,506700,560500,716700,991100,1198900,557000,1273700,1526800,1500200,1447200,1393400,8150,328000,253100,122800,68300,32100,10300,2150,34.8,1953900,55490,57130,56850,57040,58470,58610,60140,60840,62720,62440,60180,59390,57130,56050,55240,54370,54200,54120,55250,53950,53590,51480,51320,50370,50890,51840,52890,55300,57500,57250,58690,58410,58440,58490,59240,61270,63460,63990,63440,61490,60320,58110,57070,56170,54510,53330,51160,50990,50110,49970,49170,49360,49850,43230,40520,38000,34580,37130,37300,35410,32230,30650,29310,28370,26770,26710,26180,26090,26840,26210,25240,24700,23800,23090,22150,20940,19460,18990,17630,17370,12690,12340,11700,10880,9680,8890,7340,6510,5060,4340,3460,2660,2050,1640,1160,284980,304750,288010,271890,257650,274790,293260,313660,286170,255570,232140,182420,147340,132030,118990,94390,57290,32140,877700,932100,1040400,1149600,1411200,1953000,2367500,1103600,2514900,2963300,2909000,2800700,2691500,10960,595800,448500,197400,103100,45800,13640,2670,34.1,3841100
"1999Q4",28630,28980,29080,29400,29990,30070,30990,31230,32100,32080,31080,30320,29870,28740,28370,27900,27610,27800,27710,27610,26980,25780,25350,25410,24950,25520,25660,26760,27580,27630,28160,28180,27840,28560,28630,29590,30810,31120,30830,30240,29450,28940,27970,28050,26790,26470,25190,25400,25070,24830,24700,24780,24530,23070,20350,19110,17670,17980,18450,17980,16290,15210,14590,13980,13230,13410,12640,12810,12850,12920,12220,11910,11320,10810,10140,9390,8680,7860,7320,6910,5260,4670,4160,3950,3370,3080,2450,2040,1630,1300,890,720,540,400,270,146080,156460,148380,138630,128470,133150,141370,152580,141210,126970,117440,91200,73300,64630,56390,40160,21400,10490,450900,478800,534200,589600,694200,962400,1171000,550100,1244300,1440800,1412900,1357500,1302100,2830,269700,196400,75400,35300,13900,3370,540,33.4,1891700,27330,27270,27870,27730,28020,28470,29050,29140,30280,30740,29780,29130,28020,27480,27000,26720,26520,26710,26850,26730,26540,25900,25440,25420,25190,26390,27250,28350,29770,29950,30520,30610,30360,30210,30210,31420,32390,32930,32660,32040,30690,29950,29120,28620,27900,27150,26050,25940,24850,25360,24480,24820,24800,22830,20760,19190,17660,18260,18730,18170,16700,15700,15080,14750,13640,13610,13260,13360,13530,13580,13040,13000,12320,12440,12020,11800,10990,10870,10440,10460,8130,7800,7340,7070,6250,5930,4960,4550,3510,3160,2540,2060,1480,1240,950,138210,147670,141410,133530,128500,141690,151910,161440,146290,129340,117700,92020,75870,67340,62820,54570,36590,22120,427300,454000,507300,560800,717100,992700,1202400,561200,1278300,1532200,1505400,1452200,1398600,8260,329700,253900,123700,69100,32500,10430,2160,34.9,1959500,55960,56240,56950,57130,58000,58540,60030,60360,62390,62820,60860,59450,57890,56220,55370,54620,54130,54510,54560,54340,53530,51680,50800,50830,50130,51910,52900,55100,57340,57580,58680,58800,58200,58760,58830,61010,63200,64040,63480,62280,60140,58890,57100,56670,54700,53620,51230,51340,49920,50200,49190,49610,49330,45900,41110,38300,35340,36240,37190,36150,32990,30910,29670,28730,26870,27030,25910,26170,26380,26490,25250,24910,23640,23250,22160,21190,19670,18740,17760,17380,13400,12470,11500,11010,9620,9010,7410,6590,5140,4460,3430,2780,2020,1640,1210,284290,304130,289790,272170,256970,274840,293280,314020,287500,256310,235140,183220,149170,131980,119210,94730,58000,32610,878200,932800,1041500,1150400,1411300,1955100,2373400,1111300,2522600,2972900,2918300,2809700,2700800,11100,599500,450300,199100,104400,46400,13800,2700,34.2,3851100
"2000Q1",29090,28590,29460,28780,29950,30180,30710,30810,32190,32250,31290,30420,30220,28870,28450,28130,27630,27920,27560,27920,27020,25840,25130,25250,24620,25060,25470,26140,27460,27610,28090,28240,27830,28310,28620,29180,30440,31000,31040,30300,29700,28940,28240,27880,27160,26300,25600,25240,25130,24800,24710,24590,24440,24020,20670,19200,18360,17270,18520,18370,16490,15230,14770,14040,13400,13330,12700,12750,12740,12910,12260,11770,11390,10910,10230,9530,8710,7860,7480,6860,5610,4750,4140,3970,3340,3110,2510,2090,1660,1310,930,720,560,410,280,145870,156140,149240,139150,127850,131740,141090,151970,141920,127070,118430,91720,73930,64430,56550,40430,21810,10670,451300,479400,534900,590400,691800,960800,1171000,553100,1244900,1442200,1414100,1358600,1303100,2900,271300,197400,76400,35900,14100,3460,560,33.4,1893500,27670,26930,28000,27500,27900,28550,28730,28920,29990,30940,30000,29160,28580,27370,27230,26950,26690,26770,26670,26950,26650,26040,25150,25350,24690,26000,26940,27980,29360,30120,30330,30670,30200,30440,30230,30900,31990,33170,32640,32260,30900,30260,29270,28590,28210,27260,26280,25860,25120,25080,24690,24650,24630,24120,20800,19380,18280,17600,18920,18520,16700,16060,15120,14780,13970,13550,13220,13490,13170,13690,13190,12810,12410,12380,12090,11870,11080,10780,10590,10180,8810,7700,7230,7160,6290,5940,5030,4520,3760,3070,2600,2110,1520,1270,970,137990,147150,142340,134020,127870,140400,151870,160950,147240,129600,118890,92700,76640,67110,62880,54500,37200,22320,427500,454400,507900,561500,715100,992000,1203500,565100,1280200,1534900,1508000,1454500,1400900,8480,331400,254700,124700,70200,33000,10710,2230,35.0,1962400,56760,55510,57450,56280,57850,58730,59440,59740,62180,63190,61290,59570,58800,56240,55680,55080,54310,54690,54230,54870,53660,51880,50280,50600,49300,51070,52420,54120,56820,57730,58420,58920,58030,58740,58850,60080,62430,64170,63680,62560,60600,59200,57520,56470,55370,53560,51880,51100,50250,49880,49400,49240,49070,48140,41470,38580,36640,34870,37440,36890,33200,31290,29890,28820,27370,26880,25920,26240,25920,26590,25450,24580,23790,23290,22320,21400,19790,18640,18070,17030,14420,12450,11370,11130,9640,9050,7540,6600,5420,4380,3530,2830,2080,1680,1260,283860,303290,291580,273180,255720,272150,292960,312920,289160,256670,237320,184420,150570,131550,119440,94930,59010,33000,878700,933800,1042800,1151900,1406900,1952800,2374500,1118100,2525100,2977200,2922100,2813100,2704000,11380,602700,452100,201100,106200,47200,14170,2780,34.2,3855900
"2000Q2",29120,28510,29510,28800,29760,30150,30320,31140,31640,32300,31580,30520,30180,29150,28550,28190,27920,27790,27580,27820,27030,26020,25000,24950,24350,24520,25160,25740,26990,27660,27820,28120,27900,28120,28270,28900,30240,30760,31060,30490,29780,29450,28090,27890,27360,26370,25940,25100,25100,24810,24730,24500,24440,24600,20690,19600,18970,16820,18570,18380,17090,15290,14870,14200,13460,13280,12790,12670,12580,12880,12270,11760,11590,10880,10210,9710,8660,7970,7540,6730,5980,4780,4110,3930,3410,3030,2630,2070,1680,1340,980,730,560,410,300,145700,155540,149970,139320,127360,130090,140240,151440,142570,127310,118950,92340,74920,64190,56700,40610,22210,10740,451200,479400,535100,590500,688400,958300,1169600,556100,1244500,1442600,1414400,1358600,1303200,2980,272900,198000,77100,36500,14300,3560,570,33.5,1893800,27720,26790,27790,27870,27560,28490,28540,29110,29570,30770,30410,29280,28780,27460,27410,27040,26860,26650,26730,27040,26490,26230,24880,24980,24390,25490,26610,27440,29080,30300,29960,30460,30490,30510,30090,30610,31850,32670,32920,32440,31130,30720,29260,28730,28260,27390,26690,25720,25400,24840,25030,24440,24640,24710,20820,19860,18850,17060,18970,18690,17220,16050,15240,14820,14250,13450,13310,13410,13160,13600,13240,12770,12630,12170,12010,11970,11150,10710,10650,9950,9510,7520,7250,7080,6390,5940,5200,4450,3950,3010,2680,2130,1600,1240,1000,137720,146480,143340,134330,126970,138930,151510,160500,148090,130040,119640,93420,77580,66940,62820,54430,37750,22540,427500,454600,508100,561900,712200,990400,1203400,568800,1281000,1536400,1509400,1455900,1402100,8660,333000,255400,125700,71300,33500,10960,2300,35.1,1964000,56840,55300,57290,56670,57310,58640,58870,60240,61210,63060,61990,59800,58950,56600,55960,55230,54790,54440,54320,54860,53520,52250,49880,49930,48740,50020,51770,53190,56080,57960,57780,58580,58400,58630,58370,59510,62090,63430,63980,62930,60910,60160,57350,56620,55620,53770,52630,50810,50500,49640,49760,48940,49080,49310,41510,39460,37810,33880,37540,37070,34320,31340,30110,29020,27710,26730,26100,26080,25750,26470,25510,24530,24220,23050,22220,21680,19810,18680,18200,16680,15490,12300,11350,11020,9800,8970,7830,6510,5620,4340,3660,2860,2170,1660,1300,283420,302020,293310,273640,254330,269020,291750,311940,290660,257350,238590,185760,152500,131130,119520,95050,59960,33280,878700,934000,1043200,1152400,1400700,1948700,2373000,1124900,2525500,2979000,2923800,2814500,2705400,11640,606000,453500,202800,107800,47800,14510,2870,34.3,3857700
