"Estimated Resident Population by Age and Sex (1991+) (Qrtly-Mar/Jun/Sep/Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2006Q4",30690,29810,29590,29270,28430,29230,30420,29950,29770,29960,30750,31650,31260,32120,32500,32920,33080,32000,31270,30760,29530,29590,29030,28820,28660,27230,26330,25570,24760,24520,25340,25770,26810,27660,29360,30190,29870,30060,30060,29650,29990,30330,30920,31990,32260,31680,31160,29900,29480,28250,28670,26940,26140,25050,25080,24370,24160,23890,23960,23840,22260,19840,18410,17040,17190,17630,17030,15220,14240,13460,12720,11880,11780,10720,10750,10500,10380,9510,9080,8370,7580,6950,6190,5360,4570,3920,3600,2390,1980,1620,1450,1040,790,550,430,147810,149330,158270,160040,145630,128420,134940,149830,155490,150480,131880,120230,94730,77590,57850,47840,30660,13510,455400,488300,553400,615500,718900,1024800,1276900,652800,1371700,1604200,1571300,1506200,1444200,4270,327300,232600,97100,49300,18600,5120,860,35.2,2059600,29490,28380,28150,27710,27260,28230,28890,28700,28310,28700,29110,29850,29870,30580,30730,31540,32190,31340,30480,29540,29370,29510,29270,28980,28560,27530,27240,26980,26800,26750,27300,28050,29530,30770,32200,33420,33110,33020,32940,32160,32000,32310,33260,34210,34400,33740,33030,31450,30400,29750,29080,28070,27040,26000,25580,24770,25150,24250,24420,24610,22750,20640,18880,17450,17980,18340,17760,16170,15130,14460,13910,12710,12590,12100,11970,11930,11900,11210,10860,10160,9980,9420,9010,8060,7560,6980,6680,4800,4290,3750,3210,2710,2160,1650,1410,140970,142830,150140,155090,145680,135290,147850,164660,166170,158360,135790,123190,97690,81870,63280,56060,44020,26500,433900,465500,529000,589000,748600,1073100,1332100,681200,1429800,1715600,1684000,1620500,1560500,11140,383500,285800,140600,84600,40600,14050,2920,36.7,2149500,60180,58190,57740,56980,55690,57460,59310,58640,58090,58660,59860,61490,61130,62690,63230,64450,65270,63350,61750,60300,58900,59090,58290,57810,57220,54760,53570,52550,51560,51270,52640,53820,56350,58430,61560,63610,62980,63080,63000,61810,61990,62640,64180,66200,66660,65420,64190,61350,59880,58000,57760,55010,53180,51060,50660,49140,49310,48140,48380,48460,45010,40470,37290,34480,35170,35980,34790,31400,29370,27920,26630,24590,24370,22820,22720,22420,22280,20720,19950,18530,17560,16370,15200,13420,12130,10910,10270,7200,6270,5360,4660,3750,2950,2200,1830,288780,292160,308410,315130,291310,263710,282790,314490,321670,308840,267670,243420,192410,159460,121130,103900,74690,40010,889400,953800,1082400,1204500,1467400,2097900,2609000,1334000,2801400,3319800,3255300,3126700,3004700,15400,710800,518400,237800,133900,59200,19180,3770,36.0,4209100
"2007Q1",31390,29790,29680,29410,28810,28750,30320,30430,29660,30250,30180,31460,31550,31940,32080,33050,33230,32210,31330,31010,29750,29500,28830,28650,28720,27290,26560,25670,24900,24610,25310,25480,26680,27480,28880,30200,30030,30130,30190,29720,29810,30410,30620,31690,32280,31900,31340,30200,29550,28520,28470,27300,26210,25390,24990,24490,24110,23960,23810,23790,23250,20110,18550,17660,16520,17750,17410,15430,14230,13670,12770,12010,11720,10920,10620,10450,10390,9570,9040,8450,7710,6980,6310,5450,4580,4080,3530,2590,2000,1630,1440,1100,800,580,440,149080,149410,157210,160830,145450,129020,133830,150270,154810,151510,132370,120150,96090,78500,58030,47880,31020,13830,455700,488800,554200,616500,719400,1025700,1278200,654900,1374300,1608800,1575800,1510300,1448000,4350,330600,234500,98000,50100,19000,5220,870,35.2,2064500,29770,28550,28100,28190,27320,27770,28890,29060,28220,28940,28770,29810,30000,30240,30680,31400,32370,31700,30420,30050,29210,29610,29110,28860,28720,27610,27270,27100,26920,26730,27310,27790,29380,30480,31980,33200,33290,33120,33100,32250,32200,32220,32770,33780,34770,33940,33160,31750,30730,29860,29150,28260,27240,26250,25730,24960,24870,24500,24240,24460,24010,20720,19090,18090,17250,18580,18040,16240,15480,14440,13940,13010,12540,12100,12070,11630,11980,11350,10740,10200,9960,9510,9020,8190,7530,7110,6490,5300,4280,3700,3270,2690,2190,1620,1380,141930,142880,149500,155930,145500,135630,146940,164950,165740,159440,136630,123030,99160,82780,63650,55900,44220,26890,434300,465700,529800,590200,748900,1074100,1333800,684000,1432900,1720600,1689200,1625100,1564600,11150,386800,287600,141200,85300,41100,14180,3030,36.8,2154900,61160,58330,57790,57590,56130,56520,59210,59490,57880,59200,58950,61270,61550,62180,62760,64450,65600,63910,61750,61060,58960,59110,57940,57510,57430,54900,53830,52770,51820,51340,52620,53260,56060,57960,60860,63390,63320,63250,63290,61970,62010,62630,63390,65470,67050,65840,64500,61950,60290,58370,57630,55560,53460,51640,50720,49460,48980,48460,48050,48240,47250,40830,37640,35750,33770,36330,35450,31660,29710,28120,26710,25010,24250,23020,22680,22070,22370,20910,19780,18650,17670,16490,15330,13640,12120,11190,10020,7890,6280,5330,4710,3790,2980,2210,1810,291010,292300,306710,316760,290950,264650,280770,315220,320550,310940,269000,243180,195250,161280,121680,103790,75240,40710,890000,954500,1084000,1206800,1468400,2099800,2612000,1338900,2807300,3329400,3264900,3135400,3012600,15500,717300,522100,239100,135400,60100,19400,3900,36.0,4219400
"2007Q2",31900,30170,29490,29680,28970,28590,29980,30570,29810,30270,30190,31310,31640,31620,32260,32590,33310,32260,31370,30770,29900,29170,28750,28510,28320,27330,26520,25500,25050,24580,25160,25420,26350,27360,28570,29910,30320,29860,30220,29890,29750,30040,30480,31630,31970,32140,31420,30470,30010,28490,28300,27630,26450,25680,24910,24590,24100,24030,23710,23810,23860,20030,19020,18230,16110,17780,17430,16080,14260,13760,12920,12080,11660,11030,10530,10450,10380,9590,9040,8550,7750,6990,6400,5440,4730,4140,3420,2850,2020,1620,1400,1130,810,600,460,150200,149210,157000,160300,144650,128980,132850,150200,153850,152530,132970,120230,97250,79310,58230,48010,31310,14060,456400,489000,554600,616700,717000,1023400,1276600,656800,1373800,1610000,1577400,1511900,1449700,4410,333400,236200,98700,50700,19300,5290,880,35.3,2066400,30230,28850,28100,28260,27460,27650,28620,29160,28230,28910,28990,29430,30090,30090,30780,31100,32170,32080,30570,30050,29030,29360,29060,28650,28440,27660,27200,26970,27100,26550,27260,27610,28990,30280,31520,33040,33680,32750,33080,32560,32380,32110,32510,33610,34490,34170,33480,31900,31320,29840,29200,28490,27430,26710,25540,25110,24730,24850,24050,24450,24570,20750,19610,18600,16750,18630,18240,16740,15410,14600,13990,13250,12440,12150,12030,11650,11810,11460,10740,10390,9830,9450,9110,8270,7490,7130,6390,5630,4210,3750,3250,2720,2240,1660,1370,142900,142570,149380,155970,144540,135470,145660,165110,165100,160720,137370,123180,100300,83620,63850,56050,44150,27100,434800,465900,530200,590800,746800,1072600,1333100,686700,1433400,1722500,1691400,1627200,1566500,11240,389400,289100,141600,85600,41400,14320,3090,36.9,2157300,62130,59010,57590,57940,56430,56240,58590,59730,58040,59180,59180,60730,61730,61700,63040,63690,65470,64350,61950,60820,58930,58530,57810,57160,56760,54990,53720,52460,52150,51130,52420,53030,55340,57640,60080,62950,64000,62610,63300,62450,62120,62150,62990,65240,66450,66310,64900,62380,61330,58330,57490,56120,53890,52390,50450,49700,48820,48870,47760,48260,48440,40790,38630,36830,32870,36410,35670,32830,29670,28350,26910,25330,24100,23180,22560,22100,22180,21050,19780,18940,17570,16440,15520,13710,12220,11270,9810,8480,6230,5370,4650,3850,3050,2270,1820,293100,291780,306380,316280,289190,264450,278520,315310,318960,313250,270340,243410,197550,162920,122070,104050,75450,41160,891300,954900,1084800,1207500,1463700,2095900,2609700,1343500,2807300,3332500,3268800,3139000,3016200,15640,722800,525300,240300,136200,60800,19610,3970,36.1,4223800
"2007Q3",32480,30360,29560,29860,29090,28660,29570,30730,29950,30220,30230,31080,31730,31400,32040,32630,32990,32560,31670,31020,30140,29070,28910,28280,28130,27550,26560,25650,25230,24730,24880,25420,26170,27200,28000,29750,30500,29800,30280,29930,29920,29830,30420,31290,31990,32180,31530,30790,29970,28850,28330,27960,26620,25920,24850,24810,24200,23970,23780,23780,23970,20790,19390,18200,16410,17570,17390,16510,14600,13900,12910,12330,11610,11250,10390,10400,10310,9750,9030,8580,7830,7060,6330,5590,4750,4100,3500,3060,2000,1620,1370,1160,820,590,460,151350,149140,156490,160880,144540,129710,131660,150270,153450,153320,133680,120540,98750,79970,58490,48060,31560,14270,457000,489600,555200,617900,717100,1023800,1278000,659700,1376800,1614400,1581800,1516200,1453500,4390,336400,237600,99200,51100,19500,5280,880,35.4,2071400,30710,28990,28250,28280,27610,27460,28540,29130,28420,28900,28900,29380,30020,29980,30760,30890,32190,32300,30770,30360,29220,29250,29010,28750,28460,27650,27420,27020,27130,26720,27120,27490,28880,29860,31260,32740,33720,32940,33280,32630,32380,32140,32470,33190,34560,34110,33800,32270,31460,30020,29430,28760,27770,26800,25780,25160,24900,24800,24220,24250,24740,21450,20160,18620,16970,18250,18270,17220,15670,14830,14090,13530,12310,12180,12000,11630,11790,11500,10810,10300,9910,9470,8950,8480,7420,7080,6390,5970,4080,3750,3250,2700,2250,1720,1330,143850,142450,149040,156510,144690,135940,144610,165310,164750,161670,138550,123340,101940,84230,64110,56040,44220,27270,435300,466200,530700,591800,747100,1073500,1335400,690200,1437300,1727500,1696600,1632100,1571000,11250,392200,290200,141900,85800,41600,14360,3110,36.9,2162900,63190,59360,57810,58140,56700,56130,58120,59860,58370,59120,59130,60460,61750,61390,62800,63530,65190,64860,62440,61380,59370,58320,57920,57030,56590,55200,53980,52670,52350,51450,52000,52910,55050,57060,59260,62480,64220,62740,63570,62570,62300,61970,62890,64480,66560,66290,65330,63060,61430,58870,57760,56720,54390,52720,50630,49970,49100,48780,48000,48030,48710,42240,39550,36810,33370,35830,35660,33730,30260,28730,27000,25860,23920,23440,22390,22030,22090,21250,19840,18880,17740,16530,15270,14070,12170,11180,9890,9030,6070,5370,4610,3870,3060,2320,1780,295190,291590,305530,317390,289230,265650,276270,315570,318190,314990,272230,243870,200690,164200,122600,104100,75780,41540,892300,955800,1085900,1209700,1464100,2097300,2613400,1350000,2814100,3342000,3278400,3148400,3024600,15640,728600,527900,241100,137000,61200,19630,3990,36.2,4234300
"2007Q4",32820,30650,29860,29670,29350,28680,29390,30710,30250,30030,30230,31000,31720,31220,32000,32260,32700,32750,31600,30940,30360,29050,28860,28200,28140,27940,26670,25960,25450,24870,24750,25530,25970,26990,27880,29510,30340,29980,30210,30170,29730,30040,30380,30960,31950,32220,31650,31060,29780,29350,28130,28510,26750,26020,24920,24960,24270,24030,23770,23860,23750,22100,19710,18270,16870,17050,17450,16810,14970,14000,13160,12400,11610,11460,10390,10420,10090,9910,9070,8610,7830,7100,6420,5670,4890,4090,3490,3130,2090,1670,1340,1180,850,620,440,152360,149060,156180,160260,144610,130890,131110,150210,153060,154060,134330,120880,100690,80280,59010,48100,31910,14480,457600,489900,555300,617900,717100,1024200,1279400,663000,1380100,1619200,1586900,1521500,1458900,4430,339800,239100,99800,51700,19800,5330,900,35.5,2076800,31120,29420,28370,28170,27820,27440,28430,29070,28920,28500,28940,29260,29870,29950,30650,30730,31740,32270,31180,30350,29350,29120,28970,28690,28500,28180,27420,27240,27170,27110,27100,27660,28300,29830,30960,32400,33630,33290,33110,33090,32260,32090,32350,33280,34200,34330,33690,32960,31390,30300,29660,28980,27950,26930,25920,25520,24670,25090,24150,24340,24570,22690,20540,18800,17380,17810,18210,17570,15990,14920,14270,13710,12480,12340,11840,11670,11620,11550,10870,10500,9750,9580,8920,8470,7570,6970,6380,6030,4310,3790,3230,2730,2270,1760,1320,144900,142340,148680,156280,144620,137120,143850,165530,164180,162670,139440,123780,103980,84510,64640,56210,44290,27470,435900,466600,530700,592200,747400,1074300,1337500,694100,1441500,1733000,1702300,1638300,1576800,11310,395600,291600,142400,86200,41900,14470,3160,37.0,2169000,63940,60070,58230,57850,57170,56110,57820,59780,59170,58520,59180,60260,61590,61170,62650,63000,64440,65020,62780,61290,59710,58170,57830,56880,56630,56120,54090,53200,52630,51980,51850,53180,54260,56820,58840,61920,63970,63270,63320,63260,61990,62140,62730,64230,66150,66560,65340,64010,61170,59650,57800,57480,54700,52950,50840,50480,48940,49120,47920,48200,48320,44780,40250,37070,34250,34860,35660,34390,30960,28920,27430,26110,24090,23800,22230,22090,21710,21470,19930,19110,17570,16680,15340,14150,12460,11060,9870,9160,6400,5460,4560,3920,3120,2380,1750,297260,291400,304850,316540,289230,268010,274950,315740,317240,316730,273770,244660,204670,164790,123650,104310,76200,41950,893500,956500,1086000,1210100,1464500,2098400,2616900,1357100,2821500,3352200,3289200,3159800,3035700,15730,735400,530700,242300,138000,61800,19800,4070,36.3,4245700
"2008Q1",32970,31240,29810,29760,29470,29020,28880,30600,30720,29920,30470,30420,31590,31510,31840,31850,32790,33020,31680,31180,30630,29310,28820,28140,27930,28070,26670,26220,25570,25000,24880,25540,25620,26830,27690,29000,30320,30160,30120,30290,29780,29880,30420,30630,31640,32210,31860,31210,30070,29430,28380,28290,27100,26060,25300,24870,24350,23990,23830,23690,23690,23050,19980,18420,17520,16390,17550,17190,15200,14000,13390,12450,11710,11430,10570,10290,10070,9970,9100,8560,7910,7200,6440,5760,4980,4100,3620,3100,2250,1700,1340,1170,890,640,450,153240,149140,155820,160520,144830,131520,130560,149900,152350,154790,135130,120730,102670,80320,59550,47990,32290,14760,458200,490100,555900,618700,717300,1024500,1280300,665700,1383000,1623400,1591500,1525700,1462800,4490,343000,240400,100500,52500,20200,5440,950,35.5,2081600,31530,29700,28580,28120,28210,27490,27960,29040,29270,28360,29150,28940,29830,30040,30300,30730,31530,32490,31370,30360,29950,28950,28920,28570,28400,28340,27450,27300,27350,27230,27060,27630,28010,29630,30660,32150,33370,33480,33140,33220,32360,32280,32270,32760,33740,34710,33870,33080,31650,30650,29760,29040,28140,27140,26170,25680,24880,24810,24370,24170,24430,23920,20640,19000,18030,17140,18430,17850,16060,15310,14260,13750,12770,12280,11810,11780,11350,11640,11000,10380,9810,9560,9040,8460,7660,6990,6480,5840,4730,3790,3180,2780,2250,1800,1310,146140,142120,148250,156480,144790,137660,142990,165370,163410,163970,140250,123910,106010,84790,64860,56130,44530,27820,436500,467200,531300,593000,747300,1074700,1338800,697500,1444800,1737500,1706800,1642800,1581000,11330,398700,292700,143000,86900,42400,14550,3220,37.1,2174000,64500,60940,58390,57880,57680,56510,56840,59640,59990,58280,59610,59360,61410,61550,62140,62590,64320,65510,63040,61540,60580,58250,57750,56710,56330,56410,54120,53510,52920,52230,51930,53170,53630,56460,58350,61160,63690,63640,63260,63510,62140,62160,62700,63380,65380,66930,65730,64290,61730,60090,58140,57330,55250,53200,51470,50550,49230,48790,48200,47870,48120,46980,40610,37420,35540,33540,35980,35040,31260,29300,27640,26200,24480,23710,22380,22070,21410,21610,20100,18940,17720,16770,15480,14220,12630,11080,10100,8940,6980,5490,4520,3960,3140,2450,1760,299380,291250,304080,317000,289610,269180,273550,315260,315760,318760,275390,244640,208680,165120,124420,104120,76820,42580,894700,957300,1087100,1211700,1464600,2099100,2619200,1363200,2827800,3360900,3298300,3168500,3043900,15820,741700,533000,243500,139400,62600,19990,4170,36.4,4255600
"2008Q2",33050,31780,30170,29550,29740,29100,28760,30180,30860,30090,30480,30420,31450,31620,31550,32100,32300,33160,31770,31170,30470,29450,28560,28050,27860,27690,26680,26180,25420,25170,24780,25480,25550,26460,27580,28640,30070,30480,29910,30260,29950,29780,30040,30470,31540,31920,32070,31270,30340,29860,28330,28160,27420,26270,25610,24710,24450,23970,23900,23610,23690,23700,19890,18890,18080,15980,17580,17200,15840,14020,13480,12600,11800,11360,10700,10190,10070,9950,9120,8580,8010,7210,6460,5830,4950,4250,3640,2980,2480,1720,1320,1150,890,670,450,154290,148990,155530,160500,144390,131140,129840,149370,151770,155460,135790,120640,104250,80610,59950,47910,32460,15080,458800,490900,556400,619300,715200,1022500,1278900,667900,1383100,1624600,1592500,1527100,1464100,4490,345700,241500,100900,53000,20500,5460,980,35.6,2083400,31360,30110,28870,28090,28310,27610,27860,28760,29340,28390,29090,29180,29510,30120,30110,30870,31150,32330,31740,30440,30070,28760,28760,28520,28250,28050,27510,27250,27180,27440,26940,27590,27810,29200,30510,31710,33230,33850,32830,33200,32680,32440,32160,32450,33560,34370,34110,33410,31780,31230,29730,29090,28360,27350,26610,25500,25040,24680,24700,23980,24410,24470,20680,19540,18530,16670,18470,18050,16570,15220,14400,13770,13040,12180,11880,11720,11370,11470,11110,10360,9990,9380,8970,8570,7730,6960,6540,5730,4990,3720,3240,2760,2290,1830,1330,146740,141960,148020,156530,144350,137430,142060,164810,163300,164900,141130,123900,107630,84980,65270,56030,44640,27940,436700,467600,531100,593300,745200,1073400,1338400,700900,1446000,1739600,1708700,1645300,1583100,11450,401200,293600,143300,87300,42600,14710,3260,37.2,2176300,64410,61900,59040,57640,58050,56710,56630,58940,60200,58480,59560,59600,60970,61740,61670,62970,63450,65490,63510,61610,60530,58210,57320,56570,56110,55740,54200,53430,52600,52610,51720,53070,53370,55660,58090,60350,63300,64330,62740,63450,62630,62220,62210,62920,65100,66280,66180,64680,62120,61090,58060,57240,55790,53620,52210,50200,49490,48650,48600,47590,48100,48170,40570,38430,36610,32650,36050,35250,32410,29240,27880,26370,24840,23550,22580,21910,21440,21430,20230,18940,18000,16600,15430,14400,12690,11210,10190,8710,7470,5440,4560,3920,3180,2500,1780,301030,290950,303540,317030,288740,268570,271900,314180,315080,320360,276920,244530,211880,165600,125210,103940,77110,43020,895500,958500,1087400,1212600,1460400,2095900,2617300,1368800,2829200,3364200,3301300,3172300,3047200,15940,746900,535000,244200,140300,63200,20170,4230,36.4,4259800
"2008Q3",33010,32360,30380,29630,29890,29230,28800,29760,30990,30160,30440,30450,31220,31790,31330,31960,32470,32770,32180,31380,30840,29730,28510,28230,27630,27520,26920,26220,25520,25360,24920,25150,25620,26310,27330,28120,29870,30630,29860,30290,29980,29930,29860,30360,31250,31920,32110,31410,30660,29780,28660,28170,27780,26380,25850,24670,24640,24070,23780,23680,23630,23810,20630,19240,18050,16260,17400,17160,16260,14340,13630,12620,12020,11320,10900,10030,10000,9890,9260,8550,8050,7280,6550,5740,5060,4290,3590,3030,2660,1680,1350,1110,920,650,450,155270,148940,155230,160750,144950,131530,129340,148760,151380,155870,136840,120830,105370,81430,60490,47730,32680,15250,459400,491400,556600,620200,715300,1022600,1280200,670300,1385600,1628600,1596700,1531500,1467900,4470,348400,243000,101100,53400,20700,5450,980,35.6,2088100,31440,30560,29030,28230,28300,27740,27650,28670,29260,28610,29090,29030,29450,30050,30010,30860,31110,32280,32050,30710,30310,29040,28680,28400,28260,28050,27640,27400,27250,27430,27110,27480,27670,29070,30050,31500,32870,33930,33060,33290,32800,32440,32160,32410,33140,34460,34020,33720,32150,31350,29920,29290,28640,27660,26680,25760,25110,24790,24700,24100,24200,24660,21340,20090,18530,16910,18140,18070,17020,15480,14620,13870,13290,12070,11880,11720,11330,11430,11130,10440,9900,9470,9000,8430,7890,6890,6470,5730,5320,3580,3260,2730,2260,1840,1350,147570,141930,147630,157000,144690,137780,141380,164650,162950,165700,142200,124470,108810,85620,65720,56050,44690,27990,437100,468000,531400,594100,745500,1074100,1340800,704100,1449600,1744300,1713500,1650100,1587300,11430,403500,294700,143400,87300,42600,14650,3210,37.2,2181500,64460,62920,59410,57860,58190,56970,56450,58420,60250,58770,59540,59470,60670,61850,61330,62810,63570,65060,64230,62080,61150,58780,57200,56630,55880,55570,54560,53620,52770,52790,52030,52630,53290,55380,57390,59620,62740,64560,62920,63580,62770,62380,62020,62770,64380,66380,66130,65130,62810,61120,58580,57460,56420,54050,52540,50430,49750,48860,48480,47780,47830,48470,41970,39330,36580,33170,35540,35230,33290,29820,28250,26490,25300,23390,22780,21750,21330,21320,20390,18990,17960,16750,15550,14170,12950,11180,10060,8760,7980,5260,4600,3830,3170,2490,1810,302840,290870,302860,317750,289640,269310,270720,313410,314320,321570,279040,245290,214180,167050,126210,103790,77370,43240,896600,959400,1088000,1214300,1460800,2096700,2621100,1374400,2835200,3373000,3310200,3181500,3055200,15910,751900,537800,244500,140700,63300,20100,4190,36.5,4269600
"2008Q4",33140,32670,30660,29930,29730,29460,28760,29510,30920,30430,30200,30440,31150,31780,31190,31900,32110,32470,32410,31320,30810,29910,28510,28250,27660,27600,27330,26300,25840,25530,25030,24950,25740,26130,27080,27980,29630,30430,30080,30220,30220,29710,30030,30320,30910,31900,32120,31530,30930,29590,29160,27950,28320,26520,25890,24820,24730,24130,23850,23620,23690,23610,21930,19520,18130,16710,16860,17230,16570,14710,13740,12850,12100,11270,11110,10040,10040,9680,9440,8570,8080,7320,6590,5870,5120,4420,3600,3010,2750,1730,1400,1080,930,670,480,156140,149070,154760,160210,145130,132600,128920,148340,151190,156080,137850,121150,106880,82080,61070,47760,32970,15500,460000,491900,556500,620200,715200,1022500,1281500,673100,1388400,1633300,1601400,1536800,1473100,4560,351800,244900,101800,54000,21000,5540,980,35.7,2093300,31270,31030,29410,28360,28140,27980,27530,28510,29190,29090,28610,29110,29330,29900,29980,30750,30910,31850,32070,31080,30310,29240,28630,28430,28290,28170,28140,27370,27440,27500,27490,27450,27840,28400,30010,31180,32580,33790,33400,33160,33160,32310,32080,32310,33190,34100,34230,33560,32850,31300,30170,29500,28860,27820,26860,25870,25460,24560,24990,24050,24270,24500,22560,20440,18690,17310,17710,18010,17370,15830,14700,14060,13440,12260,12020,11560,11370,11290,11170,10510,10070,9300,9090,8410,7880,7000,6390,5760,5400,3770,3270,2720,2300,1860,1360,148210,142300,146930,156670,144910,138610,141200,164110,163040,166040,143210,124920,110470,86240,66480,55900,44750,28320,437400,468200,531000,594100,745500,1074600,1342700,707700,1453200,1749600,1718800,1656100,1592900,11500,406900,296400,143700,87800,43100,14730,3230,37.3,2187000,64420,63700,60070,58290,57870,57440,56280,58020,60110,59520,58810,59560,60480,61680,61170,62650,63020,64320,64480,62400,61120,59140,57140,56680,55960,55770,55470,53670,53280,53030,52520,52400,53580,54530,57090,59160,62210,64220,63480,63380,63380,62020,62110,62630,64090,66000,66360,65090,63780,60900,59330,57450,57180,54340,52750,50690,50180,48690,48840,47670,47960,48110,44490,39960,36820,34020,34570,35240,33940,30540,28440,26910,25540,23530,23120,21600,21410,20970,20600,19080,18150,16620,15680,14280,13000,11420,9990,8770,8150,5500,4670,3790,3230,2530,1840,304350,291370,301690,316880,290040,271210,270120,312450,314230,322120,281050,246070,217350,168310,127540,103670,77730,43820,897400,960100,1087400,1214300,1460700,2097000,2624200,1380800,2841500,3382900,3320200,3192900,3066000,16060,758700,541300,245500,141800,64100,20270,4200,36.6,4280300
"2009Q1",33200,32880,31240,29930,29860,29540,29100,29030,30730,30920,30150,30670,30580,31680,31530,31750,31790,32600,32720,31620,31070,30360,28820,28360,27650,27510,27580,26360,26170,25700,25180,25130,25690,25740,26930,27810,29130,30460,30290,30240,30400,29820,29830,30390,30580,31600,32090,31750,31120,29920,29220,28250,28090,26920,25950,25200,24700,24200,23840,23690,23560,23530,22890,19790,18310,17360,16200,17360,16960,14930,13720,13090,12130,11370,11090,10220,9920,9670,9480,8590,8040,7400,6700,5910,5220,4480,3640,3140,2700,1880,1420,1080,930,700,510,157120,149320,154610,160490,146260,133320,128680,147930,151010,156490,138440,121640,108080,82810,61400,47880,33280,15840,461000,492800,557200,621500,716700,1024200,1284300,675700,1392300,1639200,1607400,1543000,1478700,4640,354900,246800,102600,54700,21500,5630,990,35.7,2100200,30850,31420,29750,28580,28170,28320,27630,28100,29210,29430,28460,29330,29080,29870,30070,30400,30950,31760,32330,31370,30420,29840,28490,28520,28290,28080,28250,27530,27560,27640,27640,27460,27870,28130,29790,30930,32340,33510,33640,33190,33300,32420,32250,32280,32670,33670,34620,33770,32990,31550,30540,29610,28910,28040,27050,26120,25630,24760,24710,24300,24080,24340,23790,20530,18920,17940,17030,18300,17640,15890,15080,14040,13460,12560,11970,11530,11490,11010,11260,10610,9980,9370,9070,8520,7900,7080,6400,5850,5250,4150,3250,2700,2330,1870,1420,148780,142700,146810,156810,145570,139040,140890,163600,162910,166610,144160,125520,111670,86810,67110,55890,44840,28730,438300,468700,531400,595100,745900,1075400,1345100,710900,1456800,1755000,1724600,1661900,1598200,11560,409900,298200,144300,88400,43600,14840,3280,37.4,2193300,64060,64300,60990,58520,58030,57860,56730,57130,59940,60350,58610,60000,59660,61550,61600,62150,62750,64360,65050,63000,61500,60200,57310,56880,55940,55590,55830,53880,53730,53340,52820,52590,53570,53870,56720,58740,61460,63970,63930,63430,63700,62240,62070,62660,63250,65270,66710,65520,64110,61480,59760,57860,57000,54960,53000,51320,50330,48960,48550,48000,47640,47870,46690,40320,37230,35300,33240,35650,34600,30820,28800,27130,25590,23930,23060,21750,21400,20680,20740,19200,18030,16770,15770,14430,13120,11550,10040,8990,7950,6030,4670,3780,3260,2560,1920,305890,292020,301420,317300,291830,272370,269570,311530,313930,323090,282590,247160,219750,169620,128510,103770,78120,44570,899300,961500,1088600,1216600,1462600,2099600,2629400,1386500,2849100,3394200,3332000,3204900,3076900,16200,764800,545100,246900,143200,65000,20470,4270,36.6,4293500
